Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Ollie Tanner,Cardiff City,Championship,21,1,0,32,3,0.06,28,16,11,1192.0,846.5
Omari Hutchinson,Ipswich Town,Championship,20,2,1,28,11,0.09,42,20,16,802.0,470.0
Onel Hernández,Norwich City,Championship,30,0,1,31,2,0.0,36,3,15,1139.5,1452.5
Oscar Estupiñan,Hull City,Championship,27,0,0,1,1,0.0,1,1,1,2279.5,1540.5
Osman Kakay,QPR,Championship,26,0,0,58,1,0.0,18,9,7,1278.5,1540.5
Ozan Tufan,Hull City,Championship,28,7,0,54,14,0.16,28,9,15,1146.5,177.5
Paddy McNair,Middlesbrough,Championship,28,0,0,56,3,0.0,14,5,6,1425.0,1375.0
Pascal Struijk,Leeds United,Championship,24,3,0,146,4,0.15,17,3,3,1421.0,451.5
Patrick Bamford,Leeds United,Championship,30,1,0,3,8,0.07,11,2,4,2010.0,657.5
Patrick Bauer,Preston,Championship,31,0,0,4,0,0,1,1,0,2317.5,1712.5
Patrick Jones,Huddersfield,Championship,20,0,0,0,1,0.0,1,0,3,2365.5,1540.5
Patrick Roberts,Sunderland,Championship,26,0,1,85,10,0.0,84,35,43,352.0,1169.0
Patson Daka,Leicester City,Championship,25,4,2,10,5,0.23,13,5,4,1355.5,329.5
Paul Smyth,QPR,Championship,26,2,1,26,5,0.09,36,10,12,1009.0,600.5
Perry Ng,Cardiff City,Championship,27,4,2,95,8,0.27,45,23,18,351.0,225.0
Pierre Ekwah Elimby,Sunderland,Championship,21,2,1,119,11,0.07,25,14,9,693.0,506.0
Pipa,West Brom,Championship,25,0,1,7,2,0.0,7,2,3,1692.0,1452.5
Pol Valentín,Sheffield Weds,Championship,26,0,0,28,2,0.0,12,6,2,1686.0,1452.5
Przemysław Płacheta,Norwich City,Championship,25,0,1,16,1,0.0,22,10,10,1132.0,1540.5
Rarmani Edmonds-Green,Huddersfield,Championship,24,0,0,16,0,0,4,1,0,2195.0,1712.5
Rav van den Berg,Middlesbrough,Championship,19,1,0,47,4,0.1,17,6,6,1438.5,715.0
Rayan Kolli,QPR,Championship,18,0,1,2,2,0.0,4,1,1,1957.0,1452.5
Reece James,Sheffield Weds,Championship,30,0,0,14,0,0,4,4,1,1929.5,1712.5
Regan Slater,Hull City,Championship,24,2,1,42,4,0.14,23,6,10,1061.0,527.0
Reggie Cannon,QPR,Championship,25,0,0,23,0,0.0,12,4,6,1633.5,1712.5
Rhys Healey,Watford,Championship,29,2,1,3,4,0.25,9,0,2,1991.0,437.5
Ricardo Pereira,Leicester City,Championship,30,2,3,95,7,0.12,50,16,26,282.5,482.5
Riley McGree,Middlesbrough,Championship,25,3,0,43,8,0.16,17,14,5,1344.0,329.5
Robbie Brady,Preston,Championship,31,0,1,20,1,0.0,16,7,9,1191.5,1540.5
Robert Dickie,Bristol City,Championship,27,2,0,87,6,0.1,24,6,7,1233.0,549.5
Romain Esse,Millwall,Championship,18,1,0,20,1,0.13,12,7,5,1610.0,875.0
Romaine Sawyers,Cardiff City,Championship,32,0,0,6,0,0,1,0,0,2417.0,1712.5
Romelle Donovan,Birmingham City,Championship,17,0,0,5,3,0.0,8,0,1,2320.5,1375.0
Ross Stewart,Southampton,Championship,27,0,0,2,0,0,1,0,0,2488.0,1712.5
Rubin Colwill,Cardiff City,Championship,21,1,0,37,5,0.05,31,7,8,1406.0,781.0
Ryan Allsop,Hull City,Championship,31,0,0,2,0,0,3,0,2,2307.5,1712.5
Ryan Andrews,Watford,Championship,19,2,1,50,3,0.1,22,6,5,1168.0,667.5
Ryan Fraser,Southampton,Championship,29,4,1,36,9,0.15,45,20,22,707.5,285.5
Ryan Hardie,Plymouth Argyle,Championship,26,8,3,9,19,0.14,32,4,18,1031.0,172.5
Ryan Hedges,Blackburn,Championship,28,1,1,50,4,0.1,31,18,17,699.0,715.0
Ryan Ledson,Preston,Championship,26,0,0,32,1,0.0,12,8,3,1575.5,1540.5
Ryan Leonard,Millwall,Championship,31,0,0,68,1,0.0,20,10,10,1140.0,1540.5
Ryan Longman,Millwall,Championship,23,1,1,14,4,0.07,21,8,14,1130.5,771.5
Ryan Manning,Southampton,Championship,27,0,2,184,4,0.0,75,33,38,158.5,1319.5
Ryan Mmaee,Stoke City,Championship,26,3,2,24,13,0.08,30,7,11,970.5,419.0
Ryan Porteous,Watford,Championship,24,0,3,79,1,0.0,23,3,9,814.0,1540.5
Ryan Wintle,Cardiff City,Championship,26,1,4,51,6,0.0,54,9,36,495.0,982.5
Rúben Vinagre,Hull City,Championship,24,0,0,15,0,0.0,15,9,9,1489.0,1712.5
Rúnar Alex Rúnarsson,Cardiff City,Championship,28,0,0,0,0,0,0,0,0,2590.0,1712.5
Sam Bell,Bristol City,Championship,21,4,0,21,8,0.15,32,14,14,1255.5,306.0
Sam Byram,Leeds United,Championship,30,1,1,80,3,0.06,30,11,13,717.0,846.5
Sam Clucas,Rotherham Utd,Championship,33,1,1,11,1,0.5,9,2,6,1544.0,732.0
Sam Field,QPR,Championship,25,0,1,77,3,0.0,28,5,10,918.0,1375.0
Sam Gallagher,Blackburn,Championship,28,1,0,4,4,0.14,10,1,5,2024.0,630.0
Sam Greenwood,Leeds United,Championship,21,0,0,0,0,0,2,0,1,2480.5,1712.5
Sam Greenwood,Leeds United,Championship,21,0,0,0,0,0,2,16,9,1632.5,1712.5
Sam Greenwood,Leeds United,Championship,21,0,0,0,0,0,34,0,1,2480.5,1712.5
Sam Greenwood,Leeds United,Championship,21,0,0,0,0,0,34,16,9,1632.5,1712.5
Sam Greenwood,Leeds United,Championship,21,0,0,0,18,0.12,2,0,1,2480.5,747.0
Sam Greenwood,Leeds United,Championship,21,0,0,0,18,0.12,2,16,9,1632.5,747.0
Sam Greenwood,Leeds United,Championship,21,0,0,0,18,0.12,34,0,1,2480.5,747.0
Sam Greenwood,Leeds United,Championship,21,0,0,0,18,0.12,34,16,9,1632.5,747.0
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,0,0,2,0,1,1577.0,1223.0
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,0,0,2,16,9,729.0,1223.0
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,0,0,34,0,1,1577.0,1223.0
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,0,0,34,16,9,729.0,1223.0
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,18,0.12,2,0,1,1577.0,257.5
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,18,0.12,2,16,9,729.0,257.5
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,18,0.12,34,0,1,1577.0,257.5
Sam Greenwood,Middlesbrough,Championship,21,5,2,50,18,0.12,34,16,9,729.0,257.5
Sam McCallum,Norwich City,Championship,23,1,0,18,2,0.2,8,3,4,1782.0,702.5
Sam Morsy,Ipswich Town,Championship,32,3,2,144,6,0.23,64,17,29,274.5,330.5
Sam Nombe,Rotherham Utd,Championship,25,2,1,10,7,0.11,18,3,8,1432.0,504.0
Sam Silvera,Middlesbrough,Championship,23,2,2,24,5,0.06,20,18,12,768.0,656.0
Sammie Szmodics,Blackburn,Championship,28,16,3,118,35,0.18,77,35,29,146.5,84.0
Samuel Amo-Ameyaw,Southampton,Championship,17,0,0,1,0,0.0,5,2,3,2097.0,1712.5
Samuel Edozie,Southampton,Championship,20,5,2,27,7,0.26,38,18,12,742.0,226.5
Samuel Parker,Swansea City,Championship,17,0,0,0,0,0.0,0,0,0,2590.0,1712.5
Saxon Earley,Plymouth Argyle,Championship,21,0,0,2,0,0.0,2,0,0,2488.0,1712.5
Scott Hogan,Birmingham City,Championship,31,1,1,8,4,0.06,14,2,5,1612.5,791.0
Scott Twine,Hull City,Championship,24,4,3,70,14,0.07,85,25,45,235.5,396.5
Scott Wharton,Blackburn,Championship,26,2,0,27,3,0.22,4,0,1,2124.5,508.5
Sead Haksabanović,Stoke City,Championship,24,1,2,31,3,0.08,29,14,18,709.0,811.5
Sean McLoughlin,Hull City,Championship,27,0,1,35,3,0.0,11,1,4,1511.0,1375.0
Sean Morrison,Rotherham Utd,Championship,33,1,2,20,3,0.09,12,4,6,1226.5,791.0
Seb Revan,Rotherham Utd,Championship,20,0,1,24,0,0.0,13,5,4,1375.5,1712.5
Sekou Mara,Southampton,Championship,21,1,1,6,5,0.09,11,2,3,1703.5,703.5
Semi Ajayi,West Brom,Championship,30,2,1,36,2,0.33,9,2,5,1406.0,548.5
Semir Telalovic,Blackburn,Championship,24,0,0,3,1,0.0,10,2,3,2046.0,1540.5
Seny Dieng,Middlesbrough,Championship,29,0,0,2,0,0,4,1,0,2360.5,1712.5
Shane Duffy,Norwich City,Championship,32,1,0,55,4,0.04,19,5,6,1429.5,827.5
Shaun Hutchinson,Millwall,Championship,33,1,0,19,1,0.5,6,0,4,2035.0,732.0
Shea Charles,Southampton,Championship,20,0,0,76,2,0.0,25,7,11,1134.5,1452.5
Sinclair Armstrong,QPR,Championship,20,1,2,5,10,0.04,21,0,7,1633.5,677.0
Siriki Dembélé,Birmingham City,Championship,27,5,1,55,13,0.19,66,21,29,557.0,187.0
Sol Sidibé,Stoke City,Championship,16,0,0,0,0,0,0,0,0,2590.0,1712.5
Sondre Tronstad,Blackburn,Championship,28,0,1,118,1,0.0,32,11,10,714.0,1540.5
Sone Aluko,Ipswich Town,Championship,34,0,0,0,0,0.0,0,0,0,2590.0,1712.5
Sonny Perkins,Leeds United,Championship,19,0,0,0,0,0,0,0,0,2590.0,1712.5
Sorba Thomas,Huddersfield,Championship,24,2,5,82,8,0.09,100,38,60,116.0,518.5
Stephen Duke-McKenna,QPR,Championship,23,0,0,2,0,0,2,1,0,2360.5,1712.5
Stephy Mavididi,Leicester City,Championship,25,9,4,82,22,0.15,91,45,42,126.0,136.5
Steve Cook,QPR,Championship,32,0,0,44,3,0.0,17,3,4,1630.0,1375.0
Stuart Armstrong,Southampton,Championship,31,3,1,133,15,0.07,75,47,34,302.0,424.0
Tatsuhiro Sakamoto,Coventry City,Championship,27,6,2,58,9,0.21,52,20,18,491.0,192.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,0,0,0,0,0,2590.0,1712.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,0,0,0,17,25,1409.0,1712.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,0,0,49,0,0,2590.0,1712.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,0,0,49,17,25,1409.0,1712.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,8,0.05,0,0,0,2590.0,973.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,8,0.05,0,17,25,1409.0,973.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,8,0.05,49,0,0,2590.0,973.5
Taylor Gardner-Hickman,West Brom,Championship,22,0,0,0,8,0.05,49,17,25,1409.0,973.5
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,0,0,0,0,0,1650.0,1438.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,0,0,0,17,25,469.0,1438.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,0,0,49,0,0,1650.0,1438.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,0,0,49,17,25,469.0,1438.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,8,0.05,0,0,0,1650.0,699.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,8,0.05,0,17,25,469.0,699.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,8,0.05,49,0,0,1650.0,699.0
Taylor Gardner-Hickman,Bristol City,Championship,22,1,2,57,8,0.05,49,17,25,469.0,699.0
Taylor Harwood-Bellis,Southampton,Championship,21,2,1,94,5,0.17,14,5,4,1065.5,458.5
Taylor Richards,QPR,Championship,23,0,0,1,0,0.0,3,0,1,2407.0,1712.5
Thomas Bloxham,Blackburn,Championship,18,0,0,1,1,0.0,1,1,1,2279.5,1540.5
Thomas Cannon,Leicester City,Championship,21,2,0,0,2,0.25,3,0,0,2590.0,570.5
Timothee Pembele,Sunderland,Championship,21,0,0,1,1,0.0,0,0,0,2516.5,1540.5
Tolaji Bola,Rotherham Utd,Championship,25,0,0,1,0,0,0,0,0,2516.5,1712.5
Tom Bradshaw,Millwall,Championship,31,4,3,15,11,0.14,32,3,14,1069.0,276.5
Tom Dele-Bashiru,Watford,Championship,24,1,2,37,4,0.08,13,7,9,950.5,756.0
Tom Eaves,Rotherham Utd,Championship,31,2,0,4,4,0.2,3,1,3,2093.0,466.5
Tom Edwards,Huddersfield,Championship,24,0,0,28,1,0.0,19,9,6,1468.0,1540.5
Tom Fellows,West Brom,Championship,20,0,0,12,1,0.0,13,10,7,1541.0,1540.5
Tom Glover,Middlesbrough,Championship,26,0,0,1,0,0,0,0,0,2516.5,1712.5
Tom Ince,Watford,Championship,31,2,2,24,5,0.15,14,6,7,1103.5,476.0
Tom Lees,Huddersfield,Championship,33,0,1,33,1,0.0,6,0,2,1725.5,1540.5
Tommy Conway,Bristol City,Championship,21,6,0,15,11,0.11,22,3,8,1683.5,302.5
Tommy Simkim,Stoke City,Championship,19,0,0,0,0,0,0,0,0,2590.0,1712.5
Tommy Smith,Middlesbrough,Championship,31,0,0,28,0,0.0,8,3,5,1675.5,1712.5
Tony Springett,Norwich City,Championship,21,0,0,7,0,0.0,7,1,2,2097.5,1712.5
Trai Hume,Sunderland,Championship,21,1,1,130,4,0.05,51,22,15,495.5,813.0
Tyler Blackett,Rotherham Utd,Championship,29,1,0,21,1,0.5,2,1,0,2157.0,732.0
Tyler Morton,Hull City,Championship,21,2,3,76,6,0.15,61,15,31,322.5,445.5
Tyler Roberts,Birmingham City,Championship,24,0,0,2,0,0.0,2,0,1,2378.5,1712.5
Tyreeq Bakinson,Sheffield Weds,Championship,25,0,0,13,1,0.0,4,5,1,1908.5,1540.5
Tyreik Wright,Plymouth Argyle,Championship,22,0,0,0,0,0.0,2,0,1,2480.5,1712.5
Tyrell Fleming,Hull City,Championship,18,0,0,0,0,0,0,0,0,2590.0,1712.5
Tyrese Campbell,Stoke City,Championship,24,1,0,18,6,0.04,17,10,5,1558.0,765.0
Tyrhys Dolan,Blackburn,Championship,22,2,2,78,7,0.12,42,24,24,333.5,482.5
Vakoun Issouf Bayo,Watford,Championship,27,5,3,16,10,0.17,31,5,14,986.5,228.0
Viktor Johansson,Rotherham Utd,Championship,25,0,0,0,0,0,7,1,1,2353.0,1712.5
Václav Hladký,Ipswich Town,Championship,33,0,0,1,0,0,6,0,0,2516.5,1712.5
Wanya Marcal-Madivadua,Leicester City,Championship,21,1,0,6,1,0.33,4,3,1,2050.0,739.5
Wes Burns,Ipswich Town,Championship,29,3,1,42,10,0.09,62,29,31,590.5,425.5
Wes Harding,Millwall,Championship,27,3,0,17,5,0.27,9,0,4,2050.0,338.5
Wesley Hoedt,Watford,Championship,29,2,1,159,6,0.12,24,8,8,809.5,510.5
Wesley Moraes,Stoke City,Championship,27,0,0,25,3,0.0,15,9,8,1433.0,1375.0
Wilfred Ndidi,Leicester City,Championship,27,2,5,65,9,0.06,44,16,22,386.0,553.5
Will Keane,Preston,Championship,30,6,2,9,9,0.25,6,0,4,1696.0,173.5
Will Vaulks,Sheffield Weds,Championship,30,0,1,50,3,0.0,42,9,25,774.0,1375.0
William Smallbone,Southampton,Championship,23,3,1,130,10,0.08,53,32,30,339.5,446.0
Wout Faes,Leicester City,Championship,25,1,0,143,4,0.09,26,11,8,1046.5,735.5
Wouter Burger,Stoke City,Championship,22,1,2,103,5,0.05,54,18,23,330.0,781.0
Xavier Simons,Hull City,Championship,20,0,0,1,0,0,2,0,1,2407.0,1712.5
Yakou Méïte,Cardiff City,Championship,27,1,0,22,10,0.03,30,10,11,1355.0,682.5
Yannick Bolasie,Swansea City,Championship,34,0,0,10,1,0.0,10,2,3,1955.5,1540.5
Yaser Asprilla,Watford,Championship,20,4,3,72,16,0.12,68,38,36,205.5,292.0
Yasin Ayari,Coventry City,Championship,20,1,0,31,1,0.06,30,16,20,1101.0,1012.0
Yunus Akgün,Leicester City,Championship,23,0,1,15,1,0.0,14,1,8,1519.5,1540.5
Yuta Nakayama,Huddersfield,Championship,26,0,1,54,1,0.0,17,10,9,934.0,1540.5
Zak Gilsenan,Blackburn,Championship,20,0,0,0,0,0,0,0,0,2590.0,1712.5
Zak Vyner,Bristol City,Championship,26,0,0,50,1,0.0,11,2,2,1740.0,1540.5
Zian Flemming,Millwall,Championship,25,4,2,69,13,0.08,67,20,25,384.0,387.5
Ziyad Larkeche,QPR,Championship,21,0,0,20,0,0.0,7,2,2,1915.0,1712.5
Aaron Mejía Montoya,Tijuana,LigaMX,22,0,0,7,0,0.0,5,1,4,1559.5,1389.0
Abraham Bass,Atlas,LigaMX,22,0,0,20,0,0.0,5,1,4,1384.5,1389.0
Abraham Flores,Tijuana,LigaMX,21,0,0,0,0,0,0,0,0,2149.5,1389.0
Abraham Villegas,Toluca,LigaMX,21,1,0,10,1,0.33,4,1,1,1674.5,545.0
Adonis Frías,León,LigaMX,25,0,0,87,3,0.0,23,10,7,721.5,1061.5
Adrián Aldrete,UNAM,LigaMX,35,0,1,52,1,0.0,38,7,19,406.5,1213.5
Adrián Mora,Toluca,LigaMX,26,0,0,0,0,0,1,0,1,2042.0,1389.0
Agustín Oliveros,Necaxa,LigaMX,25,0,1,18,0,0.0,11,6,7,767.0,1389.0
Agustín Urzi,FC Juárez,LigaMX,23,1,0,12,6,0.1,15,6,7,1105.0,422.0
Aitor García,FC Juárez,LigaMX,29,4,0,37,13,0.11,29,6,6,939.5,202.5
Alan Cervantes,Santos,LigaMX,25,0,1,65,5,0.0,33,3,8,633.5,981.0
Alan Medina,Mazatlán,LigaMX,26,0,0,33,1,0.0,27,9,10,828.0,1213.5
Alan Mozo,Guadalajara,LigaMX,26,0,1,54,1,0.0,28,17,18,315.0,1213.5
Alan Torres,Guadalajara,LigaMX,23,0,0,13,1,0.0,5,0,0,1864.5,1213.5
Alan Zubiri,Cruz Azul,LigaMX,23,0,0,1,0,0,0,0,0,2091.5,1389.0
Alberto García Jr.,Querétaro,LigaMX,30,0,0,1,1,0.0,2,2,2,1695.5,1213.5
Alberto Herrera,Puebla,LigaMX,22,0,0,3,0,0.0,1,1,0,1903.5,1389.0
Alberto Ocejo,Santos,LigaMX,25,0,0,0,0,0.0,1,0,0,2149.5,1389.0
Aldo Cruz,FC Juárez,LigaMX,26,0,1,19,0,0.0,14,6,7,758.5,1389.0
Aldo López,Santos,LigaMX,23,0,0,31,1,0.0,10,0,4,1434.0,1213.5
Aldo Rocha,Atlas,LigaMX,31,2,0,75,5,0.14,18,4,7,873.0,332.5
Alejandro Andrade,Necaxa,LigaMX,22,2,0,7,2,0.4,5,1,2,1667.5,361.5
Alejandro Martínez,Tijuana,LigaMX,26,2,0,24,7,0.1,39,13,13,830.5,333.5
Alejandro Mayorga,Guadalajara,LigaMX,26,0,0,16,1,0.0,7,5,1,1371.0,1213.5
Alejandro Zendejas,América,LigaMX,25,5,3,47,11,0.19,30,16,13,265.5,144.5
Alek Álvarez,Necaxa,LigaMX,20,0,0,1,0,0,2,1,1,1848.5,1389.0
Alexei Dominguez,Pachuca,LigaMX,19,0,0,8,0,0.0,14,4,4,1349.0,1389.0
Alexis Canelo,Tijuana,LigaMX,31,0,1,5,2,0.0,10,2,5,1200.0,1118.0
Alexis Francisco Peña,Necaxa,LigaMX,27,2,0,48,3,0.22,8,0,2,1460.0,365.0
Alexis Gutiérrez,Cruz Azul,LigaMX,23,0,0,12,0,0.0,5,2,3,1419.5,1389.0
Alexis Vega,Guadalajara,LigaMX,26,1,0,12,6,0.09,17,4,8,1155.0,435.0
Alfonso Alvarado,León,LigaMX,23,2,1,25,13,0.08,19,5,4,835.5,299.5
Alfonso Blanco Antúnez,León,LigaMX,36,0,0,0,0,0,0,0,0,2149.5,1389.0
Alfonso González,Monterrey,LigaMX,29,1,3,25,5,0.08,31,6,18,458.0,470.0
Alfredo Gutierrez,Necaxa,LigaMX,20,0,0,1,0,0.0,2,0,1,1984.0,1389.0
Alfredo Talavera,FC Juárez,LigaMX,41,0,0,0,0,0,3,1,0,2014.0,1389.0
Ali Ávila,Monterrey,LigaMX,20,0,0,2,1,0.0,6,2,2,1660.0,1213.5
Alonso Escoboza,Cruz Azul,LigaMX,30,0,0,2,0,0.0,1,1,0,1920.5,1389.0
Alán Montes,Necaxa,LigaMX,23,1,1,50,4,0.09,13,6,5,636.5,495.5
Amaury Escoto,FC Juárez,LigaMX,31,2,0,8,4,0.2,7,1,2,1646.5,325.5
Amaury Morales,Cruz Azul,LigaMX,18,0,0,0,0,0,1,0,0,2149.5,1389.0
Anderson Santamaría,Atlas,LigaMX,32,0,1,19,1,0.0,4,2,3,1073.0,1213.5
Andres Montaño,Mazatlán,LigaMX,21,0,2,17,1,0.0,13,2,5,928.5,1213.5
Andrija Vukčević,FC Juárez,LigaMX,27,1,0,12,1,0.33,7,7,3,1217.5,545.0
André-Pierre Gignac,UANL,LigaMX,38,9,4,24,14,0.16,24,9,10,477.0,120.5
Andrés Colorado,Necaxa,LigaMX,25,0,0,24,0,0.0,7,1,2,1460.5,1389.0
Andrés Gudiño,Cruz Azul,LigaMX,26,0,0,0,1,0.0,0,0,0,2149.5,1213.5
Andrés Iniestra,Atlético,LigaMX,27,0,0,1,0,0,1,0,1,1984.0,1389.0
Andrés Mosquera Guardia,Toluca,LigaMX,33,0,1,62,2,0.0,10,7,6,546.5,1118.0
Andrés Sánchez,Atlético,LigaMX,26,0,0,0,0,0,2,0,0,2149.5,1389.0
Antonio Briseño,Guadalajara,LigaMX,29,1,0,29,3,0.14,4,0,1,1619.0,486.0
Arath Moreno,Necaxa,LigaMX,18,0,0,1,0,0,1,0,1,1984.0,1389.0
Arnaud Ake,Mazatlán,LigaMX,25,6,1,6,8,0.46,8,1,7,1207.0,88.5
Arturo Ortiz,UNAM,LigaMX,31,0,0,24,0,0.0,5,4,0,1446.0,1389.0
Augusto Lotti,Cruz Azul,LigaMX,27,0,0,1,1,0.0,5,1,3,1718.5,1213.5
Augusto Solari,Atlas,LigaMX,32,1,1,16,2,0.25,7,6,5,847.0,474.5
Avilés Hurtado,FC Juárez,LigaMX,36,6,3,55,6,0.11,57,9,28,222.5,251.5
Benjamín Galdames,Atlético,LigaMX,22,0,0,1,0,0.0,2,1,1,1848.5,1389.0
Borja Sánchez Laborde,León,LigaMX,27,1,0,23,2,0.17,17,3,6,1145.0,523.5
Braian Romero,Tijuana,LigaMX,32,0,0,0,0,0.0,0,0,0,2149.5,1389.0
Braian Samudio,Necaxa,LigaMX,28,1,0,14,5,0.09,14,6,7,1082.5,459.0
Brayan Angulo,Puebla,LigaMX,34,2,6,84,5,0.13,53,15,20,122.0,345.5
Brian García,Toluca,LigaMX,26,0,0,55,7,0.0,35,22,13,618.5,941.5
Brian Lozano,Atlas,LigaMX,29,0,2,21,5,0.0,20,8,8,596.0,981.0
Brian Rodríguez,América,LigaMX,23,4,1,19,9,0.22,44,11,16,577.5,165.5
Brian Rubio,León,LigaMX,27,1,1,10,3,0.08,16,1,5,1185.0,550.5
Bruce El-Mesmari,América,LigaMX,21,0,0,1,0,0.0,0,1,0,1956.0,1389.0
Bryan Colula,Mazatlán,LigaMX,27,1,1,37,3,0.17,23,10,13,483.5,467.0
Bryan Garnica,Necaxa,LigaMX,27,0,3,45,4,0.0,68,31,40,138.0,1017.5
Bryan González,Pachuca,LigaMX,20,3,0,11,7,0.33,10,2,5,1355.0,159.0
Byron Castillo,Pachuca,LigaMX,25,0,0,23,1,0.0,16,6,6,1033.0,1213.5
Camilo Sanvezzo,Querétaro,LigaMX,35,2,0,19,7,0.08,19,6,8,1017.0,357.5
Camilo Vargas,Atlas,LigaMX,34,0,0,0,0,0,6,0,0,2149.5,1389.0
Carlos Acevedo,Santos,LigaMX,27,0,0,0,0,0,2,0,1,2042.0,1389.0
Carlos Baltazar,Puebla,LigaMX,26,1,1,12,3,0.08,17,6,8,805.5,550.5
Carlos Felipe Rodríguez,UANL,LigaMX,34,0,0,0,0,0,0,0,0,2149.5,1389.0
Carlos Galicia,Tijuana,LigaMX,19,0,0,0,0,0,1,0,1,2042.0,1389.0
Carlos González Espínola,Tijuana,LigaMX,30,9,1,27,15,0.25,29,7,14,570.0,59.0
Carlos Gutiérrez,UNAM,LigaMX,24,0,0,3,0,0,6,1,4,1620.5,1389.0
Carlos Moreno,Pachuca,LigaMX,25,0,0,0,0,0,5,0,1,2042.0,1389.0
Carlos Orrantía,Toluca,LigaMX,32,0,0,10,1,0.0,5,4,3,1355.0,1213.5
Carlos Robles,Atlas,LigaMX,23,0,0,22,1,0.0,8,2,1,1455.5,1213.5
Carlos Rotondi,Cruz Azul,LigaMX,26,3,1,31,8,0.14,26,6,16,555.0,242.5
Carlos Salcedo,Cruz Azul,LigaMX,30,0,0,45,1,0.0,10,1,3,1271.5,1213.5
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,8,1,3,1385.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,8,0,0,1758.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,0,1,3,1385.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,0,0,0,1758.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,8,1,3,1385.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,8,0,0,1758.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,0,1,3,1385.5,1389.0
Celso Ortiz,Pachuca,LigaMX,34,0,0,25,0,0.0,0,0,0,1758.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,8,1,3,1491.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,8,0,0,1864.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,0,1,3,1491.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,0,0,0,1864.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,8,1,3,1491.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,8,0,0,1864.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,0,1,3,1491.5,1389.0
Celso Ortiz,Monterrey,LigaMX,34,0,0,13,0,0.0,0,0,0,1864.5,1389.0
Charly Rodríguez,Cruz Azul,LigaMX,27,0,1,100,8,0.0,37,11,14,338.0,932.0
Christian Oliva,FC Juárez,LigaMX,27,0,2,31,4,0.0,27,10,18,386.0,1017.5
Christian Rivera,Tijuana,LigaMX,27,1,0,104,5,0.08,33,5,13,729.0,470.0
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,1,0.0,10,1,4,1637.5,1213.5
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,1,0.0,10,3,3,1535.0,1213.5
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,1,0.0,7,1,4,1637.5,1213.5
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,1,0.0,7,3,3,1535.0,1213.5
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,2,0.0,10,1,4,1637.5,1118.0
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,2,0.0,10,3,3,1535.0,1118.0
Christian Tabó,Cruz Azul,LigaMX,30,0,0,2,2,0.0,7,1,4,1637.5,1118.0
